# BUSCO version is: 6.0.0 
# The lineage dataset is: archaea_odb12 (Creation date: 2025-05-14, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
35866at2157	Fragmented	NODE_5_length_339081_cov_37.984555	285744	285043	-	107.0	169
35908at2157	Missing
36608at2157	Complete	NODE_3_length_402718_cov_33.543387	294359	295270	+	305.3	299
38155at2157	Missing
38238at2157	Complete	NODE_9_length_160020_cov_39.719382	105452	104442	-	197.8	342
39019at2157	Missing
39139at2157	Missing
39189at2157	Missing
39992at2157	Duplicated	NODE_6_length_338063_cov_36.607788	35938	35324	-	127.9	182
39992at2157	Duplicated	NODE_8_length_282777_cov_37.165398	66972	67502	+	123.1	164
43788at2157	Complete	NODE_7_length_286996_cov_37.800226	23388	22138	-	309.2	394
44091at2157	Missing
45138at2157	Missing
45154at2157	Missing
45195at2157	Missing
45346at2157	Missing
45383at2157	Missing
45909at2157	Complete	NODE_41_length_20667_cov_34.667120	15216	14182	-	166.2	254
46081at2157	Missing
52456at2157	Missing
52479at2157	Missing
52677at2157	Missing
52769at2157	Complete	NODE_29_length_48373_cov_35.284868	7183	5582	-	630.3	481
52849at2157	Complete	NODE_1_length_523019_cov_35.337313	192904	194223	+	375.7	400
53273at2157	Missing
55506at2157	Missing
56356at2157	Missing
60264at2157	Missing
65493at2157	Missing
65887at2157	Missing
84504at2157	Missing
84643at2157	Missing
84794at2157	Missing
84933at2157	Missing
85118at2157	Complete	NODE_6_length_338063_cov_36.607788	99203	100117	+	158.1	204
85381at2157	Missing
85892at2157	Fragmented	NODE_10_length_157613_cov_33.680873	151958	150141	-	144.8	298
94124at2157	Complete	NODE_7_length_286996_cov_37.800226	239150	238326	-	151.1	218
115235at2157	Complete	NODE_10_length_157613_cov_33.680873	155679	153922	-	548.9	549
117390at2157	Missing
129238at2157	Missing
146558at2157	Complete	NODE_5_length_339081_cov_37.984555	252010	253284	+	339.5	415
147673at2157	Missing
204488at2157	Missing
275101at2157	Missing
295712at2157	Missing
314984at2157	Missing
371736at2157	Missing
371754at2157	Missing
371797at2157	Missing
371812at2157	Missing
371836at2157	Missing
371856at2157	Complete	NODE_22_length_72694_cov_38.560489	57864	59903	+	479.7	459
371863at2157	Missing
371914at2157	Missing
371959at2157	Missing
371997at2157	Complete	NODE_3_length_402718_cov_33.543387	78398	77460	-	130.8	229
372008at2157	Missing
372011at2157	Missing
372044at2157	Missing
372073at2157	Missing
372100at2157	Missing
372102at2157	Complete	NODE_35_length_32428_cov_36.989954	14453	16294	+	454.0	571
372108at2157	Complete	NODE_5_length_339081_cov_37.984555	333403	332819	-	129.9	175
372127at2157	Fragmented	NODE_11_length_153230_cov_39.213473	74478	74098	-	72.4	109
372134at2157	Complete	NODE_5_length_339081_cov_37.984555	311250	309877	-	241.1	351
372142at2157	Missing
372177at2157	Missing
372178at2157	Missing
372188at2157	Complete	NODE_3_length_402718_cov_33.543387	325784	324825	-	259.4	268
372247at2157	Complete	NODE_1_length_523019_cov_35.337313	492383	491112	-	456.9	413
372251at2157	Complete	NODE_23_length_70738_cov_38.126081	28329	29039	+	99.9	222
372305at2157	Missing
